pos1,pos2,count,mi
v,Ng,1132,0.5991811449551558
j,w,1128,-0.3515204457239845
vn,f,1111,0.7705515399973204
c,ns,1107,0.8060832565557106
j,v,1107,-0.47314423721313037
t,u,1091,-0.3326006890400199
nr,u,1084,-1.0835255779799593
v,l,1071,0.1374908527297473
nz,n,1064,0.5098387516688682
n,t,1061,-1.9822825972815958
s,n,1050,0.4278851790449603
l,u,1038,1.4004243116622634
p,j,1038,1.6404470257675214
nz,w,1030,0.8665321677054778
r,q,1022,0.5494036759856867
w,f,1017,-1.2529641360547181
c,a,989,0.3366130747701035
t,d,987,0.16912511348380185
r,a,964,-0.042785083760398995
t,f,951,1.5903705107419155
a,v,942,-2.5847240482672156
n]nt,w,936,-0.12088535991462013
a,m,904,-0.4851093215966093
p,vn,878,-0.7926122048902043
v,i,874,0.08482556509231959
n,b,863,-1.033611172828156
v,ad,855,-0.18795771325687596
ns,m,847,-0.2753754677066855
nr,d,846,-0.7949058518228505
u,an,838,2.146796783602853
p,nr,837,-0.5847958370802692
n,l,832,-0.5311629113033354
n,i,828,-0.29752766433287287
a,a,827,-0.35042666143514994
n,k,819,2.122195673519373
b,u,818,0.492954536489937
nt,ns,814,3.271147430659549
v,y,813,1.3905123001165136
b,vn,806,1.2801843029219158
Ng,v,804,0.11631500779231088
v,s,791,0.3293307665123516
n,ns,791,-2.836330936475233
d,m,791,-1.156737521410048
m,d,789,-1.710273400379194
q,vn,782,-0.23442038350362251
r,vn,774,-0.669064534185313
nt,n,767,0.14731542726418093
p,s,766,2.4882594891655883
s,v,746,0.243778670342027
p,nt,737,2.607969835172958
v,an,735,0.6582577488792235
u,nr,729,-1.6900336297567427
n,j,718,-1.4009164113922987
r,ns,707,-0.18325062941779602
q,m,702,-0.3436561935724232
ns,d,699,-0.7612026050521677
p,w,678,-3.1835931723515265
f,m,677,0.0956222169179123
p,d,673,-1.3385224962699747
n,Ng,670,-0.46181052995551103
nz,n]nt,663,4.937850522785267
c,m,648,-0.5364817365097547
u,j,646,0.05031766765049888
m,nt,639,1.8009514475125226
u,p,633,-2.072802312579756
s,w,625,0.08297117550814317
u,t,617,-1.1606811008750193
nr,t,617,-0.04118663048446054
vn,n]nt,611,1.2842193400032145
q,d,605,-0.766949705103747
n]nt,u,600,0.4470631412144033
w,s,588,0.1217982021911209
b,w,588,-1.1928246818319943
ns,p,580,-0.770391987087408
ns,nz,567,2.6407374457773005
ns,n]ns,557,4.4534222118165925
p,b,555,0.839128781855348
l,n,555,-1.1158642151419143
l,v,551,-0.8172643842129115
ns,vn,550,-0.944767585560853
Ng,n,546,-0.7510148260620793
m,u,533,-2.9224180820245076
r,Ng,530,2.0150685208707455
r,r,522,-0.8350411984012004
m,vn,517,-2.1578385636229886
v,q,515,-2.9500442521782646
j,vn,514,0.5325980521334077
Vg,w,513,0.9315837654208116
d,w,509,-3.8572566278034426
ns,c,504,-0.3250374017645282
u,Ng,499,0.7167519482085387
m,c,486,-1.5013084616237125
u,l,484,0.29094436600209045
t,m,473,-0.6833271642444809
d,ad,473,0.9031762371190628
p,p,460,-1.6274449666106552
ns,f,459,0.10684923384015213
nr,c,455,-0.7816630446935823
a,c,455,-0.7762892471512988
n,j]nt,451,1.2506180954863184
m,j,445,-0.18265187624895995
s,u,444,0.7991691925253468
n,an,440,-0.3863336947437629
d,i,435,1.0234258731376153
vd,v,435,2.3220911294451754
j,m,432,0.3283227720369884
n]nt,p,431,0.8760935975239128
j,u,425,-0.5502582368811665
f,p,419,-0.5452908230211914
u,i,407,0.2815541206059726
p,f,405,-0.5963569522543565
v,nz,403,-0.5797274162907198
z,u,402,2.1262192736693866
n,s,396,-0.97319721530475
q,b,386,1.040486011500548
nt,v,378,-0.5644896324223662
nr,Vg,370,2.7847021421630784
v,nt,369,-0.595335993062787
Vg,n,369,0.05269852640693507
n]nt,d,364,0.3722940053082498
a,y,359,2.635442100545384
q,p,349,-1.3006076377307905
u,s,335,0.38914720813269893
d,Vg,333,2.159089724389269
t,ns,332,-0.6240086170684135
n,y,327,-0.22780313388435106
c,nr,316,-1.3422030733563175
r,c,314,-1.2248954727296666
vn,p,314,-2.267270780028831
m,Ng,312,0.34401744667423256
d,n,312,-4.9669234844841075
n]nt,c,310,1.0486576955469502
w,Ng,310,-1.0490237172872923
d,u,309,-3.367820915758216
z,n,306,0.11951366549934421
i,v,304,-1.4306496207057833
k,v,302,0.983592868767086
p,l,301,0.5116297899402651
m,f,298,-1.6401362290765429
c,t,298,-0.6568144470120159
t,r,297,-0.9988590883584622
d,r,295,-2.223854933208988
ns,a,294,-1.5388031787971475
ns,j]nt,294,3.66555350014498
a,d,293,-2.3192890529782684
c,b,292,0.5605052075950896
nt,w,292,-0.8423955518915169
a,p,291,-2.0691203911669716
u,nz,290,0.24487868594425177
n,z,289,0.03547600496437614
d,l,288,0.18789127623160745
j,n]nt,287,2.3807170455906923
vn,a,284,-2.2003188559469455
n]nt,t,282,1.2131571128172687
n]ns,v,275,0.7049014664795599
q,j,268,0.41218964148200093
z,w,267,0.3263689839614649
ns,j,265,0.19333878731289
n,Vg,264,-0.42546342755726285
a,q,261,-1.5063655689981141
c,j,258,0.27997938093008745
an,v,257,-0.8444880608130904
ns,r,252,-1.6684683751143197
nr,m,251,-2.339118527603308
ns,b,246,0.18793326640980734
t,Ng,244,1.545726294794927
r,t,243,-1.29363124786975
w,z,240,0.2921206108113317
an,n,238,-1.264330130294339
ns,s,235,1.3062097942583186
c,l,232,0.7838869364053277
n]nt,b,232,2.178250371735297
j]nt,n,232,0.28328062989013414
m,l,232,-0.46517859120422567
an,c,231,1.8599317470517311
j,d,230,-0.7898323025708245
r,i,229,0.6632369529855757
u,f,225,-2.3502828432623737
Ng,u,225,-0.41694901608112916
j,f,224,0.6468827093963524
u,z,223,1.265133980555926
t,vn,222,-1.8210694381677608
an,vn,218,1.0306289617041695
q,ns,214,-1.487540938307299
p,nz,214,0.7123655667835312
m,b,212,-1.1504644243312818
s,d,212,0.37892869512947086
Vg,v,212,-0.43782274149494804
u,u,206,-4.598668562541172
w,Vg,206,-0.2586773269933819
n]nt,m,205,-0.2472629119962809
f,r,204,-1.2791191362609409
t,a,200,-1.6620492444037793
z,v,200,-0.18498270382326856
r,l,197,0.20549697673277842
r,ad,195,0.19028906001638532
n]ns,w,190,0.2659812122703902
nt,n]nt,190,3.2445174145971962
j,p,187,-0.8283777203023016
w,nx,183,1.513113822943036
c,ad,183,0.4411193685521704
f,a,182,-1.5364770630530158
p,ad,179,-0.2386605205648081
Ng,d,179,-0.10065951564287873
l,d,178,-0.49717807133818853
r,f,178,-1.4769665749641068
m,nz,177,-0.16266556904697932
vn,m,177,-3.1455785287740023
r,b,177,-0.504174585203284
l,vn,174,-0.36767215000112885
j]nt,v,174,0.1772784142066045
v,Vg,173,-0.7308786018550726
an,u,169,-0.1452266976363327
f,vn,169,-1.9529721373088909
m,i,166,-0.7075321473726434
w,q,165,-4.371821684687832
n,n]ns,163,-0.35162983437004014
n,nz,161,-2.20779728412799
v,z,161,-0.5041820819977664
j,c,160,-0.4053603334646782
s,m,158,0.16354661213209465
l,c,155,0.21124682813281037
nt,b,153,2.536687188026867
nx,n,153,0.720243482078817
u,nt,152,-0.5755524449315927
nx,w,151,1.1048076081784626
k,d,150,1.9242682104173707
n,vd,150,0.48688159814336374
Ng,p,149,-0.10525659911971222
a,Ng,148,0.08817757643306975
p,i,147,-0.281729534370843
nz,v,147,-2.036736055400643
c,s,145,0.7348638253527583
b,b,145,1.098931519452325
f,ad,144,0.6642864644477354
c,an,142,1.1395622819584428
nt,p,142,0.23332662666598725
Ng,ns,140,0.32354083659508903
j,b,139,0.9393887307064789
q,l,139,0.12219533951865805
Tg,w,139,0.8813760217107159
j]nt,b,137,4.238398403296056
s,vn,136,-0.09923306172865945
vn,b,134,-1.3000825002897756
nz,n]ns,134,5.322182125604412
f,c,133,-1.5528310693814555
q,r,133,-2.3878556499511467
r,s,132,0.2568880706949238
nz,u,132,-0.8880078047901023
ad,p,130,-0.7002530325592552
nt,u,130,-0.8003577675265325
c,i,129,0.17772120431323926
r,j,128,-1.0737086584945201
a,an,127,0.5495433046085094
q,c,126,-2.1224271886026282
t,Tg,125,3.7788617738138344
nr,r,124,-3.000620442742557
n]ns,u,123,0.8481346394952295
b,v,123,-3.544494467201023
f,ns,122,-1.8066769799256606
a,ns,121,-2.8164495575686646
m,n]nt,120,-1.57613182235393
u,q,117,-3.7887751139174357
nr,ns,116,-2.8827055972579703
k,w,114,-0.32740991052134666
nr,a,114,-3.214653963983966
v,vd,114,0.3953036392361436
vn,ad,113,-0.9912538467793047
a,l,113,-0.6828716409244743
c,c,112,-2.369700515562336
an,d,112,-0.09249629746988207
p,Ng,112,-0.532860150618051
j,ns,111,-1.0621733746078363
q,t,109,-2.030450317179856
ns,nt]nt,108,4.621985662164086
j,a,107,-1.4219796403199607
n]ns,n,106,-0.979501170964577
vn,Ng,106,-0.7012511294778837
t,c,106,-2.1418267812462375
Ag,w,106,1.1248380401153626
q,i,104,-0.055718007451527524
ns,ad,103,-0.5133418301931585
t,j,101,-0.7657281899308684
ns,l,100,-0.5554997565920244
c,f,100,-1.9663830321544262
w,an,100,-1.999157525754582
ns,nr,100,-3.1273895194032
l,p,99,-1.0835047088997152
Tg,v,99,0.29727962319491386
b,a,97,-1.4649590130795611
t,ad,97,-0.16735942573424112
n]nt,ns,97,-0.7568546801460614
Ng,m,96,-0.7907551687972593
l,f,95,0.07179424688030964
k,p,95,1.525355301577699
a,r,94,-3.3948541039095113
c,nz,93,0.15795321958760805
u,ad,91,-2.120610642083435
c,nt,91,0.23813949437377735
d,c,91,-3.577200463909704
w,Tg,89,0.3486738403245749
nt,j]nt,88,4.959193358209561
vn,r,87,-3.8143952545836233
j,j]nt,86,3.467174806923118
Ng,a,86,-0.6863348114109453
j]nt,w,85,-0.7617621996325178
Ng,f,84,0.28269227072557335
a,f,83,-2.664156335199644
Ng,t,83,-0.00032946625128848914
b,ns,82,-1.4004624648854394
k,u,82,0.40674661014854235
a,j,81,-1.8203544162259595
f,l,80,-0.1832240310975873
b,f,80,-0.7399693463194702
j,r,79,-1.7669386535247291
w,vd,79,0.08652334856370204
ad,d,79,-1.678890270735868
f,i,78,0.020838100489528163
m,ad,77,-2.056859456646524
ad,a,76,-1.2628677786752935
d,t,76,-3.5359951205190523
q,Ng,76,-0.3670434056174816
t,nr,75,-3.109856929227036
f,f,74,-1.8318439235629065
i,n,74,-3.778159052115733
nt,vn,74,-0.8047214440802773
n]nt,vn,73,-1.7833802195557
s,a,73,-0.6872914737596192
vn,l,72,-1.6410213967425527
b,m,71,-2.1782428391673787
v,Ag,71,0.43012537681223467
n,q,71,-6.113076472168082
i,d,70,-1.5990327267249198
q,nz,70,-0.17457424905806165
j,n]nz,69,5.001448776087634
nz,vn,69,-1.0153266965246266
ns,Ng,69,-0.709056675444798
Dg,v,69,1.633322517794876
n]nt,ad,68,0.9624710994111197
n,nt,68,-3.3397008752967627
Vg,m,68,0.08073865906039483
nr,b,68,-1.9761868521942894
m,s,67,-1.6280216018139573
u,c,66,-4.686486130811746
nr,ad,66,-1.4645166925331194
r,z,66,0.7199922285429806
Vg,a,66,0.300788040573881
b,n]nt,65,0.3367527033978777
Vg,p,65,0.06693618077505141
l,a,65,-1.47866796248204
nt,d,64,-1.1764706661639563
q,an,64,0.06716348797115601
n]nt,nr,64,-1.6963950936407677
nt,c,63,-0.29115681750088024
vn,i,63,-1.5930784670727185
Ng,c,63,-0.6991614442440593
a,b,63,-2.080995972402429
v,nx,62,-0.26871868026932794
q,z,62,1.049603529090151
i,p,61,-1.5375282327817386
m,z,61,-0.30026929686078674
q,s,60,-0.46080634353626243
r,y,60,0.14098842294691474
b,an,60,1.4450475387845976
w,Ag,60,0.4075978282312679
m,an,59,-1.3766073157939516
Ag,v,59,0.18504868904210028
nr,i,58,-1.4098553981421433
Vg,r,58,0.20710214136227525
Vg,ns,58,0.42123230210616514
d,b,57,-2.7043690036086465
n]ns,p,56,0.6192801439298861
j]nt,p,56,0.752001404220224
u,nx,55,0.857777763616461
vn,an,54,-0.9921496748453908
n,n]nz,54,0.04053624148285093
Vg,u,54,-1.106849217806227
l,m,53,-2.0362334243526674
Ng,nt,53,1.9588793786142444
d,z,53,-0.1619603187393808
b,j,53,-0.4549856392076492
Ag,n,53,-0.2787091893518558
v,Tg,53,-0.6194681113938207
a,nr,53,-4.347019911587639
j]nt,u,53,-0.23373815099047343
Vg,t,52,0.6940643078713494
vn,s,52,-1.4814578859837044
j,t,52,-1.7257762400651862
Vg,Ng,52,2.8777280307670643
Ng,Ng,52,1.5087345434385937
n]nt,a,51,-1.991199566124859
p,z,51,0.042588407060183665
m,Vg,49,-0.9467046596878783
u,Vg,49,-1.2514639446285845
q,nr,49,-3.9539256519008172
t,l,48,-1.181823356190585
w,k,48,-1.4458817746613637
an,an,47,2.729642157387011
n]nz,v,47,0.1449752543219213
ns,n]nz,47,2.8724842740746985
q,ad,47,-1.4426432925368393
j,n]ns,47,2.461506443066602
n]nz,n,47,-0.16406002927339247
q,y,47,0.20849578853478257
Tg,d,46,1.1417463496517997
z,a,46,0.11686017973259397
z,m,46,-0.14625792367277798
d,f,46,-3.9946169323605987
nr,s,46,-1.3558136507648642
a,t,45,-3.81308641576192
u,Tg,45,0.44379757112065954
j]nt,d,45,0.17644940516703303
n]nt,r,45,-2.079044586747404
nr,l,45,-2.016571304552271
f,b,44,-1.6009457999103358
n]nz,w,44,0.1443299671534857
l,r,44,-1.9488769318539214
i,f,44,-0.7940339841786408
r,an,43,-0.9263808668454948
n]ns,f,43,1.4529899441030665
i,c,43,-1.394017063804629
Tg,p,43,1.304499321622146
n]ns,d,43,-0.02186019675088156
vn,t,42,-4.2205178841580375
p,an,42,-1.2657632428646715
w,y,42,-2.663952843864557
b,l,41,-0.1682002733818425
nt,m,41,-1.6101610381571527
nz,m,41,-1.7198373817507215
p,Tg,41,1.2154254638621351
nt,t,41,-0.6098122662369508
j,s,41,0.3622737492238067
d,Ag,41,1.58314844873544
f,Vg,41,0.6141449611618454
Dg,a,40,3.268863273177644
c,Vg,40,0.00957911869382923
nt]nt,w,40,0.5504481487438072
t,s,40,-0.8158089679643108
k,n,40,-2.2419190592659444
Ng,vn,40,-2.1002513415650435
n,nt]nt,40,0.15677957181030122
nr,f,39,-3.7591673452266035
nz,c,39,-1.0927108657321172
a,n]nt,39,-2.377511216108064
n,Dg,39,0.5110436488173539
an,f,39,-0.13959885981128933
b,c,39,-2.3433114380353732
ns,l]nt,39,4.280255926061239
nr,Ng,38,-1.8787220732945777
d,ns,38,-4.9663684032707165
a,n]ns,37,0.23764740313259788
d,vn,37,-5.6212798071878805
w,n]nt,37,-4.657332402707013
vn,ns,37,-4.833755224059512
n,Ag,37,-0.8145190944874169
n,nx,37,-1.3178123424511725
vn,j,36,-3.298175212513475
a,z,36,-0.24097264998922457
Vg,j,36,1.3082846841535805
f,q,35,-3.40709007126832
d,vd,35,0.6369148288261722
s,p,35,-1.9596585691635005
nr,vn,35,-5.227840831543104
ad,ad,35,0.15712089108322252
s,n]nt,34,0.5896035542468154
Tg,Tg,34,7.29650588496947
ad,w,34,-4.75095762227021
nt]nt,n,34,-0.08756433436043404
u,y,33,-1.9328720818520564
j]nt,c,33,0.6370243533589711
s,r,33,-1.7399946882619068
nz,a,33,-1.7698771636049795
ns,i,33,-1.9143738193960662
s,c,32,-1.4409578342705687
p,Vg,32,-0.9602448042907256
nz,b,32,0.16962300174064648
t,b,32,-2.3220111494744247
j]nt,m,32,-0.1066460677739217
f,j,32,-2.162305941755872
nz,d,32,-2.286147009757525
c,Ng,31,-1.738122934191587
i,y,31,1.8875285408398383
Ng,r,31,-2.0656760307068924
n]ns,c,31,0.41410528409705505
w,Dg,30,0.6572117183027397
c,z,30,-0.07505051120560104
s,b,29,-0.03524075280798443
vd,d,29,0.36546192431613916
n]ns,m,29,-0.3813863329366874
p,nx,29,0.8403280296724406
nr,n]nt,29,-2.8103062373850234
nt,f,28,-0.8942656032524039
n,Tg,28,-1.8443843613233348
r,Vg,28,-0.8474548381372824
n]nt,l,28,-0.3171504087719877
p,u,28,-6.571885183213719
n]nt,f,28,-1.8532955719788946
ns,an,28,-1.32809180313314
j,ad,28,-0.8174585384063687
Tg,u,27,-0.2731830186327757
t,i,27,-1.7713103471360432
f,Ng,27,-1.368489809677699
Tg,n,27,-1.8862247783165413
h,n,27,1.4928770249580554
nz,ns,27,-1.7525263950367986
nx,u,27,-0.1692150987666005
an,n]nt,27,0.7061687550661867
k,a,26,-0.132235035143326
vn,n]nz,26,1.4067446887200374
m,Tg,26,-0.04285652212721704
Vg,d,26,-1.5150420874375725
j,l,26,-0.923887331313253
vn,n]ns,26,-0.5792620392004627
l,l,26,-0.2614764801026394
r,nz,25,-2.079810185747052
u,Ag,25,0.22356748783028174
nz,f,25,-1.167440679128852
b,r,25,-3.3282884404726882
nz,p,25,-2.382240646657539
nz,j,25,-0.2884493316928676
vn,y,24,-1.5753312274017146
p,q,24,-5.1682483483266175
f,n]ns,24,0.6110550155795165
t,nz,24,-1.488934888988764
f,nr,24,-4.492079388074969
an,p,24,-2.0548385454810685
l]nt,v,24,0.8646480639013316
s,l,23,0.18556550068413952
nt]nt,b,23,4.0636014660192075
l,y,23,1.2122984278752755
s,ns,23,-2.0466966908194575
nz,n]nz,23,4.765661619124153
ad,Vg,23,1.3136313237336084
e,w,23,2.4648000578329867
l,n]nt,22,-0.6623474112370848
n]ns,t,21,0.1532988666347028
n]ns,ns,21,-0.2770744161169614
k,i,21,2.3393502543733344
n]nz,u,21,0.2867103015114956
d,nr,21,-6.16160606524312
f,z,21,-0.020681751298064086
c,u,21,-6.33902685439537
s,i,21,0.2949089750181165
s,f,21,-1.4818241958010197
u,vd,21,-0.7459359114018329
nz,nz,20,0.7396648563925133
f,s,20,-1.5541752370375188
j,j]nz,20,6.102377684938415
Vg,vn,20,-1.7312578542365729
l,ad,20,-0.6404745143659968
nt]nt,v,20,-0.5440637971280974
f,y,20,-0.532571361035593
r,nr,20,-5.666516510647411
b,Ng,20,-0.8220493689687819
nx,k,20,5.731154373731971
b,s,19,-0.6487759704962723
ad,l,19,-0.7237482014085309
q,q,19,-4.780039181989601
v,Dg,19,-0.22208033917738984
d,Dg,19,1.723137847632414
d,Ng,19,-3.3523313976233373
z,d,19,-1.6306499896749256
Ng,j,19,-0.9827062911736171
nx,v,19,-1.9801815635749351
nt,r,19,-2.3639402009070025
z,c,18,-0.8006185765130394
nt,nt,18,0.8088885522365366
o,w,18,0.7575261486035856
n,l]nt,18,0.13253202556362406
ns,ns]ns,18,5.256701198082341
s,s,18,0.4609773401295072
d,j,18,-4.469262539539315
o,u,18,1.9670206788201328
t,nt,17,-1.8748841027640761
vn,z,17,-1.6313306050264003
n]nz,f,17,2.1029607752280537
i,i,17,-0.3892695907464622
j]nt,t,17,-0.018834454603380346
nr,n]nz,17,1.0962898091322042
nt,nt]nt,17,4.988441585514605
Ag,Ng,17,3.732899989614718
b,p,17,-4.18923456748518
m,nx,17,-0.5313598237171531
b,d,17,-4.449284740810441
vd,w,17,-2.260805674168672
w,e,17,2.159712058831923
w,o,17,0.785316544050425
n]nz,m,16,0.7494054165124864
s,j,16,-0.9951502711437958
y,y,16,2.3501110637282316
b,nz,16,-0.8328638107981049
a,s,16,-2.874001809279594
f,t,16,-4.307041034736883
l,ns,16,-3.1941783897473286
Tg,t,16,0.8272907889037083
nx,vn,16,-0.11555183008430886
z,p,16,-1.6185273297932494
q,Vg,16,-1.2350006506761377
j]nt,vn,16,-1.1531078347079122
Ag,u,16,-0.39358788423128943
m,Ag,16,-0.11552941700373678
r,vd,15,-0.019998710023168876
Ng,nr,15,-3.2384791560489377
l]nt,w,15,0.28108810466059864
k,c,15,-0.4896259593068325
d,q,15,-6.106364091830523
c,nx,15,0.5371334582505793
vn,vd,15,-0.4143902654844358
nx,n]nt,15,2.4801753814996843
q,nt,15,-2.2854162246990053
vd,ad,15,2.4248804178483128
j,Ng,15,-1.3356616397020444
Ng,l,15,-0.666589393237762
nz,r,15,-2.8146534623356385
nt,a,14,-2.89724001731226
ns,nt,14,-2.5875621114118195
l,Ng,14,-0.7727864620423458
i,m,14,-3.7122031982235626
q,n]nt,14,-3.349253642777896
k,r,14,-0.9325926062075384
c,vd,14,0.22292640042727022
s,z,14,1.5615114185928558
ns,nz]nt,14,4.2351680365327
o,v,14,0.3004441233469729
ns,Vg,14,-1.6302559417804336
n]nz,d,13,0.24108751126485867
n,o,13,-0.12638627179793802
an,m,13,-2.990653877997674
a,Vg,13,-2.0408658026698583
Vg,c,13,-1.607008162274413
n]ns,ad,13,1.2628236597393399
f,an,13,-1.7408031866678524
Ng,Vg,13,0.8887048118235231
v,h,13,0.7526586108933102
r,Ag,13,0.4915150447455553
Ng,y,13,0.7776123993568058
nr,n]ns,13,-1.2767400418975434
nr,z,13,-1.7158317308327278
j,nz,13,-1.2309988641114318
q,nx,13,0.4080309063005484
a,i,13,-3.56202287758634
n]nz,ns,13,1.0198206238221161
s,Ng,13,-0.25578192308799913
vd,a,13,-0.32020362587624884
f,vd,12,0.5694759118281171
t,n]nt,12,-3.3416861878212356
k,t,12,-0.5104815840484322
Ag,a,12,0.3095052576749896
l,nr,12,-3.948843460333751
n]ns,s,12,1.7768816473890996
Ng,ad,12,-0.9890038991347521
t,Vg,12,-1.4200782736618738
m,y,12,-3.0875444155486473
s,n]ns,12,1.7782106861915925
Ng,Ag,12,3.2191126812029367
j]nt,ns,12,-0.9517080778842277
w,i]i,12,2.7116595023251167
n]ns,r,12,-1.2985594989184557
a,l]nt,12,2.276121550947234
l,t,11,-3.3043734883583675
t,z,11,-1.215201286366319
k,ad,11,1.1653900316100143
v,k,11,-3.7917416320604196
l,j,11,-2.159638395377357
nt,j,11,-1.3631975592367263
j]nt,ad,11,1.1545368205258828
ns,z,11,-1.6477713758213268
j,nr,11,-4.736785193628224
Ng,nz,10,-0.558663426757097
f,n]nt,10,-3.343086862728238
n]nz,c,10,0.7706098131742879
k,s,10,1.657421712929775
Vg,nr,10,-2.454448169441623
a,nz,10,-3.4882340412504784
an,a,10,-3.106047397846032
n]nt,i,10,-1.5619892283299999
nt]nt,d,10,0.4061975933513852
Vg,i,10,0.35802960098178205
j]nt,f,10,-0.5186254554213312
p,vd,10,-0.9103962548401642
Vg,b,10,-0.4377836991931309
i]i,w,10,2.317613980685713
nr,j,10,-4.8436501217655055
j,i,10,-2.061810946954753
Ag,d,10,-0.42540487495289625
k,l,10,1.0283729188697068
l,i,10,-1.3994000957441397
b,nt,9,-1.551388363660288
s,ad,9,-1.1685578649401887
c,q,9,-5.935390019508269
ns,q,9,-6.060651907152773
nt,ad,9,-0.9960367716704164
